Name,Type,Address,City,Phone,Services,Manager,X,Y,Week days,Friday,Rating,Lat,Long
עופר חברה לרכב בע מ,מוסך מורשה,ההסתדרות 25,חיפה,04-8428183,תיקון והחלפת צמיגים,יצחק יגאל,203376.58,744001.26,07:00 - 16:00,07:00 - 13:00,3.5,32.790632,35.032854
ג'מאמעה נאג'י בע מ,מוסך מורשה,יוליוס סימון 46,חיפה,04-8401407,תיקון והחלפת צמיגים,ג'מאמעה נאג'י,204632.83,746971.28,07:00 - 16:30,07:00 - 13:00,3.7,32.81743,35.046218
מוסך ח'ורי בסאם,מוסך מורשה,שדרות ההסתדרות 146,חיפה,053-7817887,אוטוטק מרכבי רכב וצביעתם,ח'ורי בסאם,205712.33,745707.89,07:00 - 16:00,סגור,3.9,32.806053,35.057764
אלכס זאיד - אנרגי שרותי רכב,מוסך מורשה,קצנשטיין 3,חיפה,053-4990299,מכונאות רכב בנזין,כעביה יוסף,204589.17,747045.37,07:00 - 16:00,07:00 - 13:00,3.9,32.818098,35.04575
חברת המזרח לשיווקמכוניות(1994)בע,מוסך מורשה,בעלי המלאכה 17,חיפה,04-6767637,מכונאות רכב בנזין,בוקסבאום מיכאל,203953.25,743599.55,07:00 - 16:00,07:00 - 12:30,4.1,32.787018,35.039017
משה את חנן שירותי רכב בע מ,מוסך מורשה,השיש 53,חיפה,04-8721176,מכונאות רכב בנזין,שחאדה חנא,205840.62,745899.73,07:00 - 16:30,07:00 - 12:00,5.0,32.807784,35.059131
מוסך החרושת לפחחות וצבע בע מ,מוסך מורשה,הסתדרות 23,חיפה,04-7709926,תיקון מרכבי רכב,חוריה אכרם,203312.45,744002.91,07:00 - 16:00,07:00 - 12:00,3.1,32.790646,35.03217
חאלד שייח סולימאן מיתל קאר,מוסך מורשה,המוסכים 11,חיפה,054-6836600,תיקון מרכבי רכב,טנוס בסאם,203960.68,744189.44,07:00 - 17:00,סגור,3.7,32.792338,35.039086
סואעד כמאל מוסך כמאל,מוסך מורשה,הסתדרות 236,חיפה,04-8228552,מכונאות רכב בנזין,זפרן דוד,206763.04,746099.7,07:00 - 17:00,07:00 - 12:30,3.7,32.809598,35.068977
מ.דרעי רדיאטורים אגזוזים2015בע מ,מוסך מורשה,השיש 35,חיפה,04-8420620,תיקון רדיאטורים )מצננים),לוי שבתאי,206023.53,745963.44,07:00 - 17:00,07:00 - 12:30,4.7,32.808361,35.061083
מוסך מירון ה.ר.נ בע מ,מוסך מורשה,השיש 21,חיפה,04-9001149,מכונאות רכב בנזין,וייצמן שגיב,206358.23,746106.32,07:00 - 16:30,07:00 - 12:00,4.3,32.809653,35.064654
ד ר פח וצבע חיפה בע מ,מוסך מורשה,החרמש 52,חיפה,04-8109111,תיקון מרכבי רכב,לוסיא ראשד,204366.78,744125.12,07:00 - 17:00,07:00 - 13:00,3.3,32.791763,35.043423
סמרי זאיד - מוסך סמרי ובניו,מוסך מורשה,השיש 47,חיפה,00-5844802,תיקון מרכבי רכב,סמרי זאיד,205900.87,745941.21,07:00 - 16:00,07:00 - 12:30,4.6,32.808159,35.059773
שומלי נזאר - בית מלאכה לדיזל נ.ש,מוסך מורשה,אדיסון 19,חיפה,052-8983483,תיקון משאבות ומתזים לדיזל,שומלי גריס,205007.9,745177.89,07:00 - 17:00,07:00 - 12:00,3.6,32.801265,35.050251
אמיר מונדיה - צמיגי רם,מוסך מורשה,בר יהודה 33,חיפה,04-6552350,תיקון והחלפת צמיגים,סיף בלאל,201683.14,745147.78,07:00 - 16:30,07:00 - 13:00,4.1,32.800944,35.014754
מטר סלים מוסך אופן,מוסך מורשה,ניוטון 4,חיפה,04-8664885,מכונאות אופנועים וקטנועים,שחר אהוד,205226.4,745379.57,07:00 - 17:00,07:00 - 12:30,3.8,32.803086,35.05258
סאלח מוטורוס בע מ,מוסך מורשה,האשלג 11,חיפה,04-9041010,מכונאות רכב בנזין,נעראני מוחמד,203977.56,744098.98,07:00 - 16:30,07:00 - 12:00,4.9,32.791522,35.039268
שפרבר החברה לפיננסים והשקעות בעמ,מוסך מורשה,הסתדרות 218,חיפה,052-8509903,מכונאות רכב בנזין,איצקוביץ מרדכי,206579.34,745967.22,07:00 - 16:00,07:00 - 12:30,4.4,32.808402,35.067017
בים חאתם - מוסך הבודק,מוסך מורשה,יפו 104,חיפה,052-8574254,צבעות רכב,בים חאתם,199488.37,747740.37,07:00 - 17:00,07:00 - 13:00,4.7,32.824284,34.991266
שלישיית האחים גלמאנה בע מ,מוסך מורשה,הסתדרות 210,חיפה,052-9406578,תיקון מרכבי רכב,ארמלי פארג,206486.26,745925.81,07:00 - 16:00,07:00 - 12:00,4.7,32.808027,35.066024
עאמר בחוס - מוסך עאמר,מוסך מורשה,קצנשטיין 28,חיפה,054-8324353,תיקון מרכבי רכב,בחוס ג'אקי,204446.32,747284.45,07:00 - 17:00,07:00 - 12:30,4.8,32.820252,35.044221
מוסך נאג'י 2004 בע מ,מוסך מורשה,המוסכים 22,חיפה,052-2844485,מכונאות רכב בנזין,מאהלי עיסא,204186.83,744274.11,07:00 - 17:00,07:00 - 13:00,3.2,32.793104,35.041499
און ) י.ק.ל ( פחחות וצבע בע מ,מוסך מורשה,השיש 22,חיפה,04-8420346,תיקון מרכבי רכב,גולדשטיין ליאור,206297.78,746105.3,07:00 - 17:00,סגור,3.7,32.809643,35.064009
